city,locality,apartment_name,bhk,area_sqft,price_per_sqft_inr,price_in_inr,price_in_lakhs,year_built,floor_no,total_floors,furnishing,near_metro,generated_at
Mohali,Phase 3B2,Pride Plaza,2,1001,5951,5956951,59.57,1986,2,17,Semi-Furnished,No,2026-01-19
Coimbatore,Gandhipuram,Sunrise Apartments,2,846,3014,2549844,25.5,1986,3,34,Furnished,No,2026-01-19
Indore,Palasia,Ocean Grove,2,1001,2642,2644642,26.45,2009,1,35,Semi-Furnished,No,2026-01-19
Delhi,Saket,Amber Residency,2,881,10355,9122755,91.23,2010,7,18,Furnished,No,2026-01-19
Mumbai,Juhu,Lotus Grove,3,1521,21866,33258186,332.58,2011,1,30,Semi-Furnished,No,2026-01-19
Mumbai,Versova,Royal Terrace,2,1053,21922,23083866,230.84,1991,1,14,Semi-Furnished,Yes,2026-01-19
Thane,Majiwada,Orchid Arcade,2,807,13131,10596717,105.97,1992,1,2,Furnished,No,2026-01-19
Gurgaon,Sector 49,Oak Square,2,942,10189,9598038,95.98,2024,1,27,Semi-Furnished,No,2026-01-19
Mumbai,Juhu,Crystal Apartments,1,665,25389,16883685,168.84,2002,5,22,Semi-Furnished,No,2026-01-19
Thane,Kolshet,Green Garden,2,828,13939,11541492,115.41,2023,3,15,Furnished,Yes,2026-01-19
Indore,Vijay Nagar,Green Bay,3,1109,3506,3888154,38.88,1988,17,22,Furnished,Yes,2026-01-19
Jaipur,Tonk Road,Maple Enclave,3,1438,5006,7198628,71.99,2004,3,26,Furnished,No,2026-01-19
Jaipur,C Scheme,Crown Enclave,4,1847,3357,6200379,62.0,1991,10,14,Furnished,Yes,2026-01-19
Mumbai,Bandra,Sky Enclave,3,1455,27814,40469370,404.69,2005,3,31,Furnished,No,2026-01-19
Mumbai,Andheri,Hill Square,2,877,21241,18628357,186.28,1996,3,14,Furnished,No,2026-01-19
Chennai,Adyar,Crown Arcade,3,1404,8109,11385036,113.85,2010,2,12,Unfurnished,No,2026-01-19
Noida,Sector 137,Oak Plaza,3,1336,7224,9651264,96.51,1989,6,15,Semi-Furnished,No,2026-01-19
Thane,Wagle Estate,Ocean Residency,1,630,13864,8734320,87.34,2006,1,27,Semi-Furnished,Yes,2026-01-19
Delhi,Saket,Amber Bay,2,893,10947,9775671,97.76,2002,7,23,Furnished,No,2026-01-19
Indore,Safal Market,Hill Heights,2,977,3641,3557257,35.57,2007,3,25,Unfurnished,No,2026-01-19
Noida,Sector 50,Oak Arcade,3,1429,6751,9647179,96.47,2024,9,12,Furnished,No,2026-01-19
Kolkata,Alipore,Ocean Garden,2,936,5783,5412888,54.13,2004,12,16,Unfurnished,No,2026-01-19
Mumbai,Versova,Oak Residency,2,811,29521,23941531,239.42,1998,5,33,Semi-Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Pearl Garden,2,1126,23371,26315746,263.16,2016,5,16,Furnished,No,2026-01-19
Gurgaon,Sector 14,Cedar Enclave,3,1467,9791,14363397,143.63,2006,1,20,Unfurnished,No,2026-01-19
Chandigarh,Sector 17,Royal Arcade,3,1623,7761,12596103,125.96,2008,6,20,Furnished,No,2026-01-19
Mumbai,Bandra,Cedar Arcade,1,617,24121,14882657,148.83,2022,2,27,Furnished,No,2026-01-19
Surat,Vesu,Palace Garden,2,856,4031,3450536,34.51,2004,1,19,Semi-Furnished,No,2026-01-19
Noida,Sector 50,Maple Villas,1,529,8519,4506551,45.07,2020,1,5,Unfurnished,Yes,2026-01-19
Thane,Kolshet,Vista Garden,4,1834,12059,22116206,221.16,1991,1,11,Unfurnished,Yes,2026-01-19
Delhi,Rohini,Hill Garden,1,557,13685,7622545,76.23,2024,2,17,Furnished,Yes,2026-01-19
Delhi,Saket,Hill Court,3,1230,11594,14260620,142.61,2022,3,13,Furnished,Yes,2026-01-19
Delhi,Rohini,Green Garden,4,2345,12880,30203600,302.04,2018,1,10,Semi-Furnished,No,2026-01-19
Jaipur,Tonk Road,Pride Court,2,994,5219,5187686,51.88,2012,9,11,Unfurnished,Yes,2026-01-19
Jaipur,C Scheme,Green Court,2,814,4132,3363448,33.63,2010,3,18,Unfurnished,No,2026-01-19
Noida,Sector 62,Vista Enclave,1,597,7660,4573020,45.73,2009,1,21,Furnished,Yes,2026-01-19
Chennai,OMR,Cedar Enclave,3,1526,8066,12308716,123.09,1993,8,29,Unfurnished,No,2026-01-19
Thane,Powai,Pearl Bloom,1,552,11160,6160320,61.6,2014,2,31,Unfurnished,No,2026-01-19
Chandigarh,Sector 17,Palace Villas,3,1659,6515,10808385,108.08,2006,2,4,Semi-Furnished,Yes,2026-01-19
Lucknow,Hazratganj,Regal Court,4,2606,3226,8406956,84.07,2006,2,7,Semi-Furnished,Yes,2026-01-19
Noida,Noida Extension,Green Grove,2,983,7172,7050076,70.5,2005,2,18,Semi-Furnished,Yes,2026-01-19
Kolkata,Park Street,Sunrise Garden,4,2398,4876,11692648,116.93,2007,8,16,Unfurnished,No,2026-01-19
Surat,Puna Gam,Ocean Residency,2,1048,3976,4166848,41.67,1999,1,35,Unfurnished,No,2026-01-19
Gurgaon,Sector 49,Crystal Arcade,2,953,10857,10346721,103.47,1989,4,30,Semi-Furnished,Yes,2026-01-19
Pune,Kharadi,Lotus Bay,2,898,8848,7945504,79.46,2005,2,34,Furnished,No,2026-01-19
Delhi,Rohini,Iris Villas,2,1027,12157,12485239,124.85,1994,1,2,Unfurnished,Yes,2026-01-19
Ahmedabad,Satellite,Crown Garden,3,1427,4130,5893510,58.94,1999,2,28,Unfurnished,No,2026-01-19
Bengaluru,Whitefield,Oak Enclave,3,1538,11341,17442458,174.42,1993,1,7,Unfurnished,Yes,2026-01-19
Mumbai,Lower Parel,Regal Villas,1,635,25297,16063595,160.64,2016,6,10,Furnished,Yes,2026-01-19
Kolkata,Garia,Orchid Grove,3,925,4386,4057050,40.57,2009,14,18,Semi-Furnished,Yes,2026-01-19
Mumbai,Versova,Sky Apartments,3,1407,23428,32963196,329.63,2009,1,2,Furnished,No,2026-01-19
Coimbatore,Gandhipuram,Ocean Arcade,3,1533,3708,5684364,56.84,2013,10,30,Furnished,Yes,2026-01-19
Hyderabad,Kukatpally,Sky Terrace,2,942,6387,6016554,60.17,2004,5,24,Semi-Furnished,Yes,2026-01-19
Hyderabad,Kukatpally,Silver Garden,3,1510,6600,9966000,99.66,2007,4,21,Unfurnished,Yes,2026-01-19
Hyderabad,Banjara Hills,Ocean Plaza,3,1198,7232,8663936,86.64,1988,2,5,Furnished,Yes,2026-01-19
Ahmedabad,Bodakdev,Oak Arcade,4,2438,5178,12623964,126.24,2018,3,33,Unfurnished,No,2026-01-19
Delhi,Vasant Kunj,Pride Enclave,2,993,12772,12682596,126.83,1992,9,10,Furnished,No,2026-01-19
Gurgaon,DLF Phase 1,Regal Villas,2,926,9589,8879414,88.79,1992,3,5,Unfurnished,Yes,2026-01-19
Jaipur,Mansarovar,Orchid Heights,1,569,5608,3190952,31.91,2024,3,3,Semi-Furnished,Yes,2026-01-19
Mumbai,Powai,Pride Bay,3,1343,22145,29740735,297.41,2012,3,20,Furnished,No,2026-01-19
Thane,Ghodbunder Road,Pride Bay,2,855,14675,12547125,125.47,2001,3,28,Furnished,Yes,2026-01-19
Vadodara,Race Course,Pride Square,4,2151,3939,8472789,84.73,2001,4,13,Semi-Furnished,Yes,2026-01-19
Delhi,Rohini,Pride Heights,3,1330,11895,15820350,158.2,1987,4,14,Furnished,Yes,2026-01-19
Bengaluru,Indiranagar,Ocean Grove,3,1205,9641,11617405,116.17,2006,4,30,Unfurnished,Yes,2026-01-19
Indore,Palasia,Crystal Plaza,2,1157,3992,4618744,46.19,1986,2,22,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 21,Palace Terrace,3,1569,5680,8911920,89.12,2012,3,30,Furnished,Yes,2026-01-19
Vadodara,Alkapuri,Palace Enclave,2,780,3449,2690220,26.9,1997,3,13,Furnished,Yes,2026-01-19
Kolkata,Behala,Iris Garden,2,1051,4644,4880844,48.81,1996,12,32,Unfurnished,Yes,2026-01-19
Mumbai,Juhu,Urban Square,3,1136,22325,25361200,253.61,2021,2,12,Furnished,Yes,2026-01-19
Mumbai,Juhu,Crystal Apartments,2,885,20532,18170820,181.71,2017,4,5,Furnished,Yes,2026-01-19
Ahmedabad,Satellite,Green Garden,2,872,5494,4790768,47.91,2006,2,25,Unfurnished,Yes,2026-01-19
Pune,Baner,Sky Terrace,2,1060,9625,10202500,102.03,1991,4,13,Furnished,Yes,2026-01-19
Mumbai,Powai,Urban Bay,1,514,23490,12073860,120.74,1986,1,17,Furnished,No,2026-01-19
Hyderabad,Begumpet,Green Heights,3,1170,5129,6000930,60.01,2000,3,26,Unfurnished,Yes,2026-01-19
Mohali,Kharar,Sunrise Terrace,1,559,6599,3688841,36.89,2013,11,15,Furnished,Yes,2026-01-19
Chandigarh,Sector 9,Royal Residency,1,653,7668,5007204,50.07,2007,5,10,Semi-Furnished,No,2026-01-19
Bengaluru,Koramangala,Vista Court,2,831,9339,7760709,77.61,2009,2,18,Unfurnished,No,2026-01-19
Thane,Wagle Estate,Pride Plaza,3,1644,13746,22598424,225.98,1990,3,33,Semi-Furnished,No,2026-01-19
Delhi,Janakpuri,Iris Grove,1,641,14842,9513722,95.14,2015,3,20,Furnished,No,2026-01-19
Hyderabad,Gachibowli,Lotus Court,1,539,6253,3370367,33.7,2006,1,34,Semi-Furnished,Yes,2026-01-19
Vadodara,Gotri,Lotus Residency,2,1044,3116,3253104,32.53,2024,2,13,Semi-Furnished,Yes,2026-01-19
Thane,Powai,Amber Villas,3,1604,14558,23351032,233.51,1992,4,5,Furnished,Yes,2026-01-19
Bengaluru,Electronic City,Royal Terrace,1,484,9425,4561700,45.62,1985,1,23,Semi-Furnished,Yes,2026-01-19
Jaipur,Tonk Road,Lotus Heights,2,1027,4974,5108298,51.08,2006,2,6,Furnished,No,2026-01-19
Mohali,Kharar,Sky Plaza,2,1073,5312,5699776,57.0,1989,1,4,Furnished,Yes,2026-01-19
Thane,Bhayandar,Oak Garden,2,804,17057,13713828,137.14,2018,4,34,Unfurnished,Yes,2026-01-19
Pune,Camp,Crystal Heights,3,1221,8922,10893762,108.94,2015,17,23,Unfurnished,No,2026-01-19
Chandigarh,Sector 43,Hill Bay,3,1437,6087,8747019,87.47,2023,11,16,Unfurnished,Yes,2026-01-19
Chandigarh,Sector 8C,Palace Arcade,3,1553,6537,10151961,101.52,2011,2,10,Unfurnished,Yes,2026-01-19
Bengaluru,Jayanagar,Ocean Square,2,954,9158,8736732,87.37,2012,1,20,Unfurnished,Yes,2026-01-19
Thane,Majiwada,Amber Plaza,1,706,12556,8864536,88.65,2019,2,2,Unfurnished,No,2026-01-19
Chennai,OMR,Iris Villas,3,1289,9833,12674737,126.75,2015,2,24,Semi-Furnished,Yes,2026-01-19
Jaipur,Bani Park,Lotus Court,2,914,5968,5454752,54.55,2014,2,17,Unfurnished,Yes,2026-01-19
Bengaluru,Indiranagar,Green Arcade,1,733,9152,6708416,67.08,1990,3,7,Semi-Furnished,No,2026-01-19
Gurgaon,Sector 49,Regal Court,2,949,11348,10769252,107.69,2025,6,10,Unfurnished,No,2026-01-19
Delhi,Dwarka,Urban Apartments,2,1077,9800,10554600,105.55,1992,3,8,Unfurnished,Yes,2026-01-19
Ahmedabad,Bodakdev,Ocean Heights,2,901,4471,4028371,40.28,2001,5,11,Semi-Furnished,No,2026-01-19
Ahmedabad,Satellite,Sky Bloom,2,784,5050,3959200,39.59,2003,3,17,Furnished,Yes,2026-01-19
Chennai,Anna Nagar,Iris Heights,2,1054,6287,6626498,66.26,2018,13,30,Furnished,No,2026-01-19
Bengaluru,Whitefield,Amber Bay,3,1254,11508,14431032,144.31,1998,1,16,Furnished,Yes,2026-01-19
Nagpur,Sitabuldi,Crystal Bloom,1,522,3596,1877112,18.77,2006,4,5,Unfurnished,Yes,2026-01-19
Coimbatore,Singanallur,Green Court,1,604,4111,2483044,24.83,1998,3,21,Semi-Furnished,No,2026-01-19
Bengaluru,Electronic City,Crown Villas,1,677,9286,6286622,62.87,1998,3,10,Semi-Furnished,No,2026-01-19
Noida,Noida Extension,Green Enclave,4,2469,6886,17001534,170.02,1985,1,26,Unfurnished,No,2026-01-19
Lucknow,Indira Nagar,Oak Residency,3,1511,3565,5386715,53.87,2002,3,23,Furnished,Yes,2026-01-19
Chandigarh,Sector 9,Regal Grove,2,909,7963,7238367,72.38,2016,3,26,Furnished,No,2026-01-19
Delhi,Sultanpur,Urban Bay,2,979,12123,11868417,118.68,2021,9,32,Semi-Furnished,Yes,2026-01-19
Pune,Camp,Palace Court,4,2439,9136,22282704,222.83,2025,1,19,Unfurnished,No,2026-01-19
Bengaluru,Whitefield,Urban Heights,2,768,11709,8992512,89.93,2010,1,7,Furnished,No,2026-01-19
Delhi,Saket,Silver Apartments,2,807,14783,11929881,119.3,1989,2,34,Furnished,Yes,2026-01-19
Bengaluru,Hebbal,Palace Villas,3,1134,9109,10329606,103.3,2020,8,35,Semi-Furnished,Yes,2026-01-19
Chennai,T Nagar,Regal Arcade,1,640,8966,5738240,57.38,1991,1,20,Unfurnished,Yes,2026-01-19
Mumbai,Bandra,Silver Terrace,2,900,24889,22400100,224.0,2022,2,2,Semi-Furnished,No,2026-01-19
Chennai,Anna Nagar,Pearl Residency,2,948,6115,5797020,57.97,2003,3,15,Furnished,No,2026-01-19
Thane,Ghodbunder Road,Pearl Terrace,4,1620,11051,17902620,179.03,2012,4,19,Furnished,Yes,2026-01-19
Thane,Kolshet,Iris Villas,2,1030,13917,14334510,143.35,1996,2,23,Unfurnished,Yes,2026-01-19
Thane,Wagle Estate,Hill Villas,3,1489,15756,23460684,234.61,1990,3,15,Furnished,Yes,2026-01-19
Mumbai,Andheri,Vista Villas,2,924,30120,27830880,278.31,1996,10,11,Unfurnished,No,2026-01-19
Kolkata,Park Street,Crystal Villas,3,1566,5567,8717922,87.18,2015,1,30,Semi-Furnished,Yes,2026-01-19
Mohali,Phase 6,Vista Bay,4,2357,5186,12223402,122.23,2024,4,17,Unfurnished,Yes,2026-01-19
Delhi,Sultanpur,Green Heights,3,1138,13941,15864858,158.65,2004,12,17,Furnished,No,2026-01-19
Jaipur,Vaishali Nagar,Sky Heights,2,918,4899,4497282,44.97,2025,4,24,Furnished,No,2026-01-19
Mohali,Phase 6,Crown Terrace,3,1652,5459,9018268,90.18,2014,1,2,Semi-Furnished,Yes,2026-01-19
Delhi,Dwarka,Regal Residency,3,1348,13493,18188564,181.89,1998,3,14,Furnished,No,2026-01-19
Noida,Sector 50,Galaxy Bay,1,543,10183,5529369,55.29,2001,6,21,Unfurnished,No,2026-01-19
Thane,Wagle Estate,Galaxy Villas,3,1531,10574,16188794,161.89,1990,7,26,Semi-Furnished,No,2026-01-19
Coimbatore,RS Puram,Crystal Villas,2,817,3318,2710806,27.11,2019,2,7,Unfurnished,No,2026-01-19
Mumbai,BKC,Maple Grove,2,1028,21666,22272648,222.73,2017,8,32,Furnished,No,2026-01-19
Vadodara,Alkapuri,Silver Heights,3,1264,4302,5437728,54.38,2009,2,21,Furnished,No,2026-01-19
Gurgaon,Sector 56,Regal Heights,2,1047,10562,11058414,110.58,2011,2,33,Unfurnished,Yes,2026-01-19
Delhi,Rohini,Hill Grove,1,598,12656,7568288,75.68,2008,3,24,Unfurnished,No,2026-01-19
Thane,Wagle Estate,Oak Plaza,2,1012,9650,9765800,97.66,1991,5,28,Furnished,Yes,2026-01-19
Delhi,Rohini,Crown Arcade,2,974,11106,10817244,108.17,1986,1,16,Unfurnished,Yes,2026-01-19
Thane,Wagle Estate,Royal Plaza,2,832,15590,12970880,129.71,2025,1,18,Unfurnished,Yes,2026-01-19
Nagpur,Civil Lines,Pearl Garden,4,1997,3600,7189200,71.89,1986,1,19,Unfurnished,Yes,2026-01-19
Mumbai,Andheri,Pride Bay,3,1445,26392,38136440,381.36,2001,3,35,Semi-Furnished,No,2026-01-19
Mohali,Phase 8,Sky Grove,2,879,7924,6965196,69.65,2015,2,18,Unfurnished,No,2026-01-19
Bengaluru,Jayanagar,Vista Plaza,2,1093,12376,13526968,135.27,2007,4,6,Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Amber Grove,1,532,28896,15372672,153.73,2001,1,32,Unfurnished,Yes,2026-01-19
Delhi,Lajpat Nagar,Palace Heights,2,1004,15753,15816012,158.16,1987,2,18,Semi-Furnished,Yes,2026-01-19
Indore,Rau,Silver Residency,2,962,3481,3348722,33.49,1996,1,1,Semi-Furnished,No,2026-01-19
Delhi,Lajpat Nagar,Ocean Terrace,4,2244,12011,26952684,269.53,2009,6,26,Semi-Furnished,Yes,2026-01-19
Delhi,Dwarka,Lotus Enclave,4,1662,11986,19920732,199.21,1997,2,5,Semi-Furnished,Yes,2026-01-19
Gurgaon,Sector 56,Orchid Villas,1,618,11338,7006884,70.07,2005,1,17,Furnished,Yes,2026-01-19
Vadodara,Vasna,Royal Arcade,3,1165,5445,6343425,63.43,2008,3,25,Unfurnished,No,2026-01-19
Mohali,Phase 6,Royal Heights,2,839,5107,4284773,42.85,1991,1,20,Unfurnished,No,2026-01-19
Mumbai,Lower Parel,Pride Bloom,1,626,31177,19516802,195.17,1996,3,18,Furnished,Yes,2026-01-19
Coimbatore,Peelamedu,Sky Bloom,1,488,4147,2023736,20.24,1990,2,20,Furnished,No,2026-01-19
Hyderabad,Begumpet,Palace Bloom,2,972,6581,6396732,63.97,2000,1,30,Semi-Furnished,Yes,2026-01-19
Chennai,Adyar,Sky Apartments,2,1008,5566,5610528,56.11,2014,6,26,Semi-Furnished,No,2026-01-19
Gurgaon,Cyber City,Pearl Villas,1,535,9938,5316830,53.17,2012,4,32,Unfurnished,Yes,2026-01-19
Nagpur,Bajaj Nagar,Maple Heights,2,988,3465,3423420,34.23,1986,14,14,Unfurnished,Yes,2026-01-19
Kolkata,Behala,Palace Bloom,2,940,4316,4057040,40.57,2019,1,24,Furnished,Yes,2026-01-19
Delhi,Sultanpur,Cedar Bay,2,938,15708,14734104,147.34,2002,3,13,Furnished,Yes,2026-01-19
Bengaluru,Electronic City,Hill Residency,3,1972,11845,23358340,233.58,2021,2,30,Semi-Furnished,Yes,2026-01-19
Mumbai,Juhu,Sky Arcade,2,989,23116,22861724,228.62,2010,5,23,Furnished,Yes,2026-01-19
Thane,Wagle Estate,Sunrise Square,1,698,16649,11621002,116.21,2003,1,28,Semi-Furnished,No,2026-01-19
Kolkata,New Town,Urban Grove,3,1260,4998,6297480,62.97,2005,1,24,Furnished,No,2026-01-19
Chandigarh,Sector 9,Silver Grove,3,1697,7754,13158538,131.59,2005,3,5,Unfurnished,No,2026-01-19
Mumbai,Andheri,Crown Bay,3,1327,17206,22832362,228.32,2007,2,6,Unfurnished,Yes,2026-01-19
Noida,Sector 137,Green Apartments,3,1376,9594,13201344,132.01,1997,3,6,Semi-Furnished,No,2026-01-19
Chennai,T Nagar,Pearl Court,4,1498,5682,8511636,85.12,1986,1,22,Unfurnished,No,2026-01-19
Thane,Powai,Amber Apartments,2,1010,18714,18901140,189.01,2020,4,31,Unfurnished,Yes,2026-01-19
Bengaluru,Indiranagar,Green Bloom,3,1325,11989,15885425,158.85,2010,10,35,Semi-Furnished,Yes,2026-01-19
Thane,Wagle Estate,Maple Court,3,1352,11584,15661568,156.62,1995,10,23,Furnished,No,2026-01-19
Kolkata,Garia,Iris Residency,3,1465,5641,8264065,82.64,2014,3,6,Furnished,Yes,2026-01-19
Coimbatore,Singanallur,Sunrise Heights,3,1269,4596,5832324,58.32,1985,5,6,Furnished,Yes,2026-01-19
Lucknow,Gomti Nagar,Regal Bay,3,1082,4320,4674240,46.74,2023,2,19,Semi-Furnished,No,2026-01-19
Pune,Hinjewadi,Sky Bay,3,1500,7890,11835000,118.35,1999,3,27,Unfurnished,Yes,2026-01-19
Pune,Baner,Cedar Garden,3,1273,8096,10306208,103.06,1987,2,26,Furnished,Yes,2026-01-19
Thane,Kolshet,Pride Residency,2,924,13928,12869472,128.69,2020,2,2,Furnished,Yes,2026-01-19
Vadodara,Alkapuri,Pearl Terrace,2,1257,4718,5930526,59.31,1996,7,11,Unfurnished,Yes,2026-01-19
Delhi,Sultanpur,Crown Grove,3,1361,12847,17484767,174.85,2008,1,19,Semi-Furnished,No,2026-01-19
Jaipur,C Scheme,Galaxy Heights,3,1328,4120,5471360,54.71,1993,3,11,Unfurnished,No,2026-01-19
Jaipur,Vaishali Nagar,Ocean Arcade,2,782,3675,2873850,28.74,1995,1,21,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 9,Crown Grove,2,1018,5821,5925778,59.26,1986,4,14,Unfurnished,Yes,2026-01-19
Thane,Majiwada,Crown Plaza,2,1069,16696,17848024,178.48,2023,6,27,Furnished,No,2026-01-19
Delhi,Vasant Kunj,Regal Villas,3,1219,10466,12758054,127.58,1995,6,17,Furnished,Yes,2026-01-19
Mumbai,Bandra,Maple Grove,4,2295,30369,69696855,696.97,1989,4,27,Unfurnished,Yes,2026-01-19
Jaipur,Bani Park,Sunrise Residency,2,862,4502,3880724,38.81,2021,1,11,Furnished,Yes,2026-01-19
Delhi,Rohini,Ocean Heights,2,873,10505,9170865,91.71,2022,3,30,Semi-Furnished,No,2026-01-19
Indore,MG Road,Ocean Terrace,2,1027,3995,4102865,41.03,2023,7,11,Unfurnished,Yes,2026-01-19
Delhi,Saket,Orchid Apartments,3,1421,13276,18865196,188.65,1988,1,8,Semi-Furnished,Yes,2026-01-19
Jaipur,Tonk Road,Pride Heights,3,1756,5450,9570200,95.7,1999,6,20,Furnished,No,2026-01-19
Delhi,Rohini,Oak Square,2,945,11061,10452645,104.53,2008,2,35,Unfurnished,No,2026-01-19
Chandigarh,Sector 17,Royal Villas,2,1002,7293,7307586,73.08,2000,1,3,Semi-Furnished,Yes,2026-01-19
Mumbai,Bandra,Pearl Court,2,854,30720,26234880,262.35,1994,3,18,Semi-Furnished,Yes,2026-01-19
Mumbai,Juhu,Silver Arcade,1,586,24260,14216360,142.16,1994,14,28,Furnished,Yes,2026-01-19
Mumbai,Andheri,Iris Bay,3,1369,33289,45572641,455.73,2017,5,34,Semi-Furnished,Yes,2026-01-19
Gurgaon,Sector 49,Amber Court,1,442,7383,3263286,32.63,2017,1,12,Semi-Furnished,No,2026-01-19
Delhi,Vasant Kunj,Vista Heights,3,1430,16056,22960080,229.6,2003,3,19,Unfurnished,Yes,2026-01-19
Delhi,Dwarka,Sunrise Apartments,3,1560,15531,24228360,242.28,1992,2,35,Unfurnished,No,2026-01-19
Delhi,Dwarka,Pride Enclave,3,1382,9733,13451006,134.51,2008,3,14,Furnished,No,2026-01-19
Bengaluru,Hebbal,Orchid Terrace,3,1461,9225,13477725,134.78,1991,9,26,Furnished,Yes,2026-01-19
Thane,Powai,Silver Court,2,738,11749,8670762,86.71,2021,2,4,Semi-Furnished,No,2026-01-19
Gurgaon,MG Road,Pride Court,2,1036,12959,13425524,134.26,2014,1,4,Unfurnished,Yes,2026-01-19
Jaipur,Malviya Nagar,Sky Enclave,1,640,4656,2979840,29.8,2003,8,27,Furnished,Yes,2026-01-19
Thane,Kolshet,Ocean Heights,2,810,17256,13977360,139.77,2006,4,24,Furnished,Yes,2026-01-19
Gurgaon,Cyber City,Ocean Bay,3,1425,9681,13795425,137.95,1999,2,15,Semi-Furnished,Yes,2026-01-19
Thane,Ghodbunder Road,Regal Grove,3,1402,15475,21695950,216.96,2018,1,1,Semi-Furnished,No,2026-01-19
Vadodara,Akota,Sky Bloom,4,2089,4786,9997954,99.98,2017,3,21,Unfurnished,Yes,2026-01-19
Gurgaon,Sector 14,Lotus Residency,2,1039,9183,9541137,95.41,2005,4,34,Semi-Furnished,No,2026-01-19
Lucknow,Chinhat,Vista Residency,2,937,3163,2963731,29.64,2006,5,7,Unfurnished,No,2026-01-19
Noida,Noida Extension,Regal Enclave,3,1299,10561,13718739,137.19,1997,6,7,Unfurnished,No,2026-01-19
Delhi,Dwarka,Lotus Square,1,651,10107,6579657,65.8,1994,8,25,Furnished,No,2026-01-19
Thane,Bhayandar,Lotus Apartments,1,726,12661,9191886,91.92,2007,9,13,Unfurnished,No,2026-01-19
Delhi,Rohini,Ocean Bloom,3,1462,10398,15201876,152.02,2010,4,14,Semi-Furnished,Yes,2026-01-19
Surat,Udhna,Crystal Court,3,1480,4200,6216000,62.16,2024,9,30,Semi-Furnished,Yes,2026-01-19
Thane,Bhayandar,Orchid Residency,2,870,16533,14383710,143.84,1996,2,24,Furnished,Yes,2026-01-19
Hyderabad,Banjara Hills,Galaxy Residency,3,1318,6410,8448380,84.48,2014,3,5,Unfurnished,No,2026-01-19
Chennai,T Nagar,Sunrise Residency,2,959,8074,7742966,77.43,2010,10,18,Furnished,No,2026-01-19
Gurgaon,MG Road,Crystal Bloom,2,1041,7072,7361952,73.62,2017,2,25,Unfurnished,Yes,2026-01-19
Gurgaon,DLF Phase 1,Regal Court,3,1584,8207,12999888,130.0,2025,7,20,Semi-Furnished,Yes,2026-01-19
Mumbai,Versova,Sunrise Terrace,3,1241,23419,29062979,290.63,1994,2,34,Unfurnished,No,2026-01-19
Mumbai,Andheri,Regal Court,2,805,27176,21876680,218.77,1987,5,31,Furnished,Yes,2026-01-19
Delhi,Rohini,Royal Heights,2,1012,13439,13600268,136.0,2025,1,4,Unfurnished,No,2026-01-19
Delhi,Saket,Amber Terrace,3,1326,11150,14784900,147.85,1989,4,20,Furnished,Yes,2026-01-19
Lucknow,Gomti Nagar,Silver Villas,2,777,4337,3369849,33.7,2019,3,23,Unfurnished,Yes,2026-01-19
Gurgaon,Sector 14,Crystal Arcade,2,961,10136,9740696,97.41,2000,5,33,Semi-Furnished,Yes,2026-01-19
Mumbai,Powai,Sunrise Plaza,2,1028,27400,28167200,281.67,1991,2,19,Furnished,Yes,2026-01-19
Vadodara,Akota,Vista Heights,3,1658,4604,7633432,76.33,2007,1,35,Unfurnished,No,2026-01-19
Mumbai,Andheri,Pearl Terrace,3,1314,25406,33383484,333.83,2011,2,17,Semi-Furnished,Yes,2026-01-19
Delhi,Janakpuri,Pride Bay,2,669,15410,10309290,103.09,1990,1,27,Semi-Furnished,Yes,2026-01-19
Surat,Puna Gam,Pearl Arcade,2,961,4362,4191882,41.92,2012,4,13,Unfurnished,Yes,2026-01-19
Chandigarh,Sector 8C,Hill Grove,3,1363,6179,8421977,84.22,1985,13,35,Furnished,No,2026-01-19
Hyderabad,Kukatpally,Cedar Court,3,1127,7984,8997968,89.98,2012,3,14,Unfurnished,Yes,2026-01-19
Gurgaon,Sector 49,Royal Garden,2,875,10606,9280250,92.8,1995,2,21,Furnished,Yes,2026-01-19
Thane,Bhayandar,Hill Apartments,2,951,17236,16391436,163.91,2000,11,35,Semi-Furnished,No,2026-01-19
Mumbai,Bandra,Pearl Grove,3,1431,31310,44804610,448.05,2015,1,28,Unfurnished,No,2026-01-19
Thane,Kolshet,Pearl Enclave,2,933,10994,10257402,102.57,1986,5,32,Semi-Furnished,Yes,2026-01-19
Mumbai,BKC,Iris Square,1,574,28701,16474374,164.74,1989,4,28,Semi-Furnished,Yes,2026-01-19
Mohali,Sector 68,Sky Villas,1,445,4984,2217880,22.18,2010,2,28,Unfurnished,Yes,2026-01-19
Gurgaon,Sector 56,Ocean Heights,3,1703,7521,12808263,128.08,2021,4,34,Furnished,Yes,2026-01-19
Gurgaon,Cyber City,Green Apartments,2,982,8114,7967948,79.68,1996,2,18,Unfurnished,Yes,2026-01-19
Pune,Kharadi,Pearl Grove,2,1004,9585,9623340,96.23,1997,6,25,Furnished,Yes,2026-01-19
Jaipur,Malviya Nagar,Regal Court,1,683,4359,2977197,29.77,2008,2,24,Semi-Furnished,Yes,2026-01-19
